,name,ActionScript,C,C#,C++,Clojure,CoffeeScript,CSS,Go,Haskell,HTML,Java,JavaScript,Lua,Matlab,Objective-C,Perl,PHP,Python,R,Ruby,Scala,Shell,Swift,TeX,Vim script
28,mojodna,0,7,0,16,0,2,5,6,0,5,14,124,0,0,6,0,0,25,0,27,5,10,0,0,0
29,bmizerany,0,2,0,1,0,0,1,40,0,0,0,4,0,0,1,3,0,0,0,75,0,3,0,0,0
30,jnewland,0,2,0,2,0,2,0,1,0,3,0,10,0,0,0,0,1,10,0,54,0,6,0,0,0
31,joshknowles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0
32,hornbeck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
33,jwhitmire,0,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,3,0,0,0
34,elbowdonkey,0,0,0,3,0,2,0,0,0,1,1,9,0,0,0,0,0,1,0,10,0,0,0,0,0
35,reinh,0,1,0,1,0,3,2,0,20,0,0,21,0,0,0,0,1,0,0,89,0,4,0,2,0
36,knzconnor,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,23,0,1,0,0,0
37,bs,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,0,0,0,0,1,0,0,0,0,1
38,rsanheim,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,3,0,0,0
39,schacon,1,15,1,2,0,2,3,0,0,0,4,19,0,0,8,0,1,9,0,72,0,4,0,0,0
40,uggedal,0,4,0,3,0,0,0,1,0,0,2,3,0,0,0,0,0,12,0,1,0,7,0,0,0
41,bruce,0,0,0,1,1,2,1,1,1,4,0,16,0,0,0,0,0,1,0,37,0,1,0,0,0
42,sam,0,1,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,14,16,1,0,0,0
43,mmower,0,1,0,1,13,0,0,0,0,1,0,7,0,0,21,0,0,0,0,15,0,0,0,0,0
44,abhay,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,1,0,0,0
45,rabble,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,2,0,0,5,0,0,0,0,0
46,benburkert,0,1,0,1,1,0,0,25,1,0,0,3,0,0,0,0,0,3,0,68,0,8,0,0,1
47,indirect,0,0,0,2,1,3,9,0,0,3,0,16,0,0,2,2,0,2,0,109,0,5,0,0,0
48,fearoffish,0,3,0,2,1,2,3,6,0,3,0,5,0,0,2,0,0,5,0,51,0,11,1,0,0
49,ry,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,1,0
50,engineyard,0,4,0,2,0,2,1,2,0,4,1,17,0,0,0,1,9,5,0,203,0,6,0,0,0
51,jsierles,0,1,0,0,0,0,3,3,0,1,3,22,0,0,10,1,1,1,0,82,0,3,0,0,0
52,tweibley,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0
53,peimei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
54,brixen,0,5,0,2,0,3,2,1,1,3,1,3,0,0,0,0,0,1,0,71,0,1,0,0,0
55,tmornini,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0
56,outerim,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
57,daksis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,sr,0,4,0,0,0,0,0,11,0,1,0,9,0,0,0,0,0,3,0,80,0,9,0,0,0
59,lifo,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0
60,rsl,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,0,0,0
61,imownbey,0,0,0,0,0,2,0,1,0,0,0,7,0,0,5,0,0,0,0,10,3,0,2,0,0
62,dylanegan,0,0,0,0,0,2,0,1,0,3,0,5,0,0,0,0,0,1,0,33,0,0,0,0,0
63,jm,0,1,0,2,0,0,0,2,0,0,1,2,0,0,0,1,0,0,0,89,0,5,0,0,0
64,willcodeforfoo,0,1,0,1,0,0,1,0,0,1,2,4,0,0,1,0,0,2,0,21,0,1,0,0,0
65,jvantuyl,0,0,0,1,0,0,0,3,0,0,2,2,0,0,0,0,1,23,0,1,0,1,0,0,0
66,BrianTheCoder,0,0,0,0,0,3,2,0,0,0,0,11,0,0,0,0,0,0,0,77,0,0,0,0,0
67,freeformz,0,2,0,0,0,2,2,107,0,3,0,5,0,0,0,0,0,0,0,36,0,10,0,0,0
68,hassox,0,1,0,2,0,0,1,1,0,2,1,27,0,0,0,0,0,0,0,69,0,1,0,0,0
69,automatthew,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,2,0,10,0,1,0,0,0
70,queso,0,0,0,0,0,7,5,0,0,1,0,24,0,0,0,0,1,0,0,24,0,4,0,0,1
71,lancecarlson,1,0,0,0,2,0,0,14,0,1,0,14,0,0,0,0,0,0,0,46,0,12,0,0,0
72,drnic,1,1,2,7,0,3,7,60,0,4,6,39,0,1,4,3,2,7,0,226,0,68,1,0,0
73,lukesutton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
74,danwrong,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,16,0,0,0,0,0
75,hcatlin,0,2,0,1,0,1,1,1,0,1,0,8,0,0,1,0,0,1,0,36,0,1,0,0,0
76,jfrost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0
77,mattetti,0,6,0,2,0,3,4,59,0,1,0,17,0,0,8,0,0,3,0,122,2,4,0,0,0
78,ctennis,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0
79,lawrencepit,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,21,0,0,0,0,0
80,marcjeanson,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,17,0,2,0,0,0
81,grempe,0,0,0,0,0,0,2,1,0,3,0,11,0,0,0,0,0,0,0,15,0,1,0,0,0
82,peterc,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,26,0,0,0,0,0
83,ministrycentered,0,0,0,0,0,4,2,0,0,1,1,8,0,0,15,0,1,1,0,36,0,0,1,0,0
84,afarnham,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,1,0,0,5,0,0
85,up_the_irons,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,1,0,18,0,1,0,0,0
86,cristibalan,0,2,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,1,0,0,2
87,heavysixer,0,0,0,2,0,0,0,0,0,2,0,30,0,0,0,0,1,0,0,20,0,1,0,0,0
88,brosner,0,5,0,1,0,0,0,5,0,0,0,10,0,0,0,0,0,80,0,0,0,3,0,0,0
89,danielmorrison,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0
90,danielharan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,0,0,0,0,0
91,kvnsmth,0,0,1,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,7,0,0,1,0,0
92,collectiveidea,0,0,0,0,0,2,0,4,0,2,0,9,0,0,3,0,1,0,0,117,0,2,5,0,0
93,canadaduane,0,5,0,9,0,1,2,0,4,3,3,23,0,0,1,2,2,7,0,23,1,4,0,0,0
94,nate,0,1,0,0,0,0,1,5,0,0,1,4,0,0,0,0,0,3,0,43,0,3,0,0,0
95,dstrelau,0,1,0,2,0,3,0,7,0,0,0,1,0,0,0,0,0,0,0,20,0,1,0,0,1
96,sunny,0,0,0,0,0,1,3,1,0,4,0,16,0,0,0,0,5,4,0,79,0,2,0,0,0
97,dkubb,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,21,0,4,0,0,0
98,jnicklas,0,3,0,0,1,0,0,0,0,1,1,7,0,0,0,0,0,0,0,82,0,2,0,0,2
99,richcollins,0,3,0,2,0,0,0,0,0,1,0,8,1,0,3,1,0,0,0,0,0,0,0,0,0
100,simonjefford,0,1,1,0,1,0,0,20,0,0,0,9,0,0,1,1,0,0,0,25,0,2,0,0,0
101,josh,0,0,0,0,0,3,0,3,0,1,0,14,0,0,0,0,1,0,0,8,0,5,1,0,0
102,stevedekorte,0,7,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
103,chneukirchen,0,37,0,2,0,0,1,0,0,1,1,3,0,0,0,2,0,0,0,28,0,10,0,0,0
104,cheapRoc,0,0,0,0,0,0,0,27,0,0,1,3,0,0,0,0,0,0,0,14,0,11,0,0,0
105,technomancy,0,7,0,0,55,0,3,0,0,3,1,1,12,0,0,0,0,1,0,12,0,2,0,0,0
106,kenphused,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
107,rubyist,0,3,0,0,0,3,1,17,0,0,0,7,0,0,4,0,0,0,1,16,0,0,0,0,0
108,ogc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
109,lazyatom,0,1,0,2,0,3,2,0,0,2,0,10,0,0,0,0,0,1,0,52,0,7,0,0,0
110,jdhuntington,0,0,5,0,1,0,0,2,0,0,1,9,0,0,0,0,0,0,0,24,0,2,0,0,0
111,nwebb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,nsutton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,sevenwire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
114,brandonarbini,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0
115,al3x,0,0,0,0,1,3,3,1,0,2,1,5,0,0,1,0,0,3,0,10,8,3,0,0,0
116,toolmantim,0,0,0,0,0,1,10,0,0,1,0,14,0,0,0,0,1,0,0,20,1,10,0,0,0
117,nicksieger,0,0,0,1,2,0,0,0,0,0,2,3,0,0,0,0,0,0,0,60,0,0,0,0,0
118,jicksta,0,0,0,0,3,1,0,2,0,0,1,15,0,0,0,0,0,0,0,22,1,2,0,0,0
119,joshsusser,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0
120,jcrosby,0,0,0,0,3,1,0,1,0,0,2,7,0,0,1,0,0,1,1,8,0,0,0,0,0
121,thewoolleyman,0,0,0,0,0,0,1,1,2,2,12,4,0,0,2,0,0,2,0,79,1,14,1,0,0
122,technicalpickles,0,0,0,0,0,15,0,2,0,5,0,18,0,0,0,0,0,10,0,139,0,13,0,0,3
123,halbtuerke,0,2,0,0,0,1,2,1,0,2,1,4,0,0,13,0,2,5,0,6,0,2,0,0,0
124,ryanb,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,40,0,0,0,0,0
125,cnix,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,1,0,0,0
126,tpitale,0,0,0,1,0,0,3,0,0,2,0,3,0,0,1,0,0,0,0,33,0,0,0,0,0
127,cdcarter,0,3,0,0,0,0,2,0,0,4,0,11,0,0,0,0,0,11,0,9,0,4,0,0,0
128,atduskgreg,1,7,5,29,0,0,4,0,0,2,37,22,0,0,10,0,0,7,0,48,0,2,0,0,0
129,heff,0,0,0,0,0,0,4,0,0,3,0,43,0,0,0,0,0,0,0,1,0,0,0,0,0
130,entryway,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0
131,aflatter,0,1,0,0,0,2,0,0,0,0,1,21,0,0,0,0,0,0,0,29,0,2,0,0,0
132,schofield,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,0,0,0,0
133,rbazinet,0,2,0,0,0,0,1,0,0,2,1,3,0,0,7,0,0,1,0,14,0,0,3,0,0
134,tranqy,0,0,0,0,0,0,0,1,0,1,1,3,0,0,3,0,1,3,0,1,0,1,0,0,0
135,robey,0,3,0,4,0,7,1,1,0,1,0,11,0,0,0,0,0,0,0,1,9,1,0,0,0
136,bkeepers,0,5,0,0,0,9,5,0,0,4,1,51,1,0,0,0,0,3,0,55,0,7,0,0,0
137,wilson,0,3,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,29,0,2,0,0,0
138,tommorris,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,2,15,0,14,4,3,1,0,0
139,charlesroper,0,0,4,0,0,0,0,0,0,4,0,2,0,0,0,0,1,11,0,3,0,0,0,0,0
140,adamwiggins,0,4,0,2,0,0,1,0,0,1,0,9,0,0,0,0,1,3,0,70,0,0,0,0,0
141,myobie,0,2,0,0,2,1,1,0,0,1,0,17,0,0,4,0,3,0,0,57,0,4,3,0,1
142,samgranieri,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,47,0,6,0,0,0
143,adam,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
144,mtodd,0,3,0,1,0,0,1,7,0,2,1,20,0,0,0,1,2,0,0,79,0,1,0,0,0
145,timcharper,0,2,0,2,1,1,1,3,0,4,3,7,1,0,0,0,0,5,0,41,34,5,0,0,0
146,paul,0,2,0,3,0,0,1,0,0,2,0,8,0,0,0,0,0,0,0,89,0,5,0,0,0
147,DocSavage,0,3,0,3,0,0,0,9,0,0,0,4,0,0,0,0,1,4,0,2,0,0,0,0,0
148,shane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,vlucas,0,0,0,1,0,0,5,0,0,9,0,28,0,0,0,0,19,1,0,3,0,3,0,1,1
150,nex3,0,3,0,0,0,0,0,1,0,2,1,9,0,0,0,0,0,3,0,33,0,0,0,0,0
151,max-xx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,norbauer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
153,crigor,0,0,1,0,0,0,3,3,0,3,0,1,0,0,5,0,2,1,0,35,0,8,0,0,0
154,knowtheory,0,0,0,3,0,2,2,1,0,5,1,17,0,0,0,0,0,2,0,39,0,2,0,0,0
155,bernerdschaefer,0,1,0,1,1,1,1,26,1,0,0,5,0,0,0,0,0,0,0,25,1,5,0,0,2
156,zapnap,0,1,0,0,0,1,2,0,0,1,2,14,0,0,0,0,0,1,0,73,0,0,0,0,0
157,testdude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,galinv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
159,NZKoz,0,2,1,0,0,0,1,0,0,0,2,0,1,0,6,0,0,1,0,19,1,1,0,0,0
160,croaky,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0
161,jeremy,0,1,0,1,0,1,0,1,0,1,2,2,0,0,0,0,0,0,0,73,0,4,0,0,0
162,ELLIOTTCABLE,0,8,0,0,0,6,5,1,0,2,0,41,4,0,3,1,0,2,0,34,0,10,0,0,1
163,monde,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,32,0,1,0,0,1
164,ryanbriones,0,3,1,0,2,0,0,0,0,0,1,6,0,0,4,0,0,1,0,42,0,0,0,0,0
165,wfarr,0,4,2,2,0,3,0,24,0,1,1,6,1,0,0,0,0,1,0,89,0,13,1,0,0
166,jseifer,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0
167,symlink,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,sprsquish,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0
169,codahale,0,3,0,0,6,0,0,36,1,1,18,0,0,0,0,0,0,3,0,8,11,2,0,0,0
170,zackchandler,0,0,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,0,11,0,0,0,0,0
171,jakehow,0,0,0,1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,22,0,1,0,0,0
172,evan,0,4,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,32,10,0,0,0,0
173,olleolleolle,0,16,1,2,0,0,10,2,0,10,12,59,0,0,0,0,13,9,0,341,0,7,0,1,0
174,chrismcg,0,1,1,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,32,0,0,0,0,0
175,chuyeow,0,1,0,0,0,0,0,10,0,3,0,13,1,0,0,0,1,0,0,24,0,3,0,0,0
176,mloughran,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,22,0,1,1,0,0
177,matthewford,0,0,0,1,0,0,2,0,0,1,0,5,0,0,0,0,1,1,0,32,0,3,0,0,0
178,henrik,0,0,0,1,0,1,9,1,1,3,0,17,0,0,6,0,1,2,0,104,0,7,0,0,2
179,tkersey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,14,0,0
180,acf,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
181,dan,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,2,2,0,9,0,0,0,0,0
182,seebq,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0
183,delynn,0,0,0,0,0,0,2,0,0,1,0,4,0,0,0,0,0,0,0,32,0,3,0,0,0
184,spicycode,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,9,0,3,0,0,1
185,ntalbott,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1,0,0,0
186,rdempsey,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,9,2,3,0,0,0,0,0
187,mjankowski,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
188,danahern,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,8,0,0,0,0,0
189,dctanner,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0
190,alexvollmer,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,4,14,0,1,0,0,0
191,RailsAddict,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,scharfie,0,0,0,0,0,1,2,1,0,1,1,16,0,0,2,0,3,2,0,59,0,2,0,0,0
193,jhardy-deleteme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,daikini,0,1,0,1,0,0,0,0,0,0,4,4,0,0,7,0,0,0,0,7,0,0,0,0,0
195,tdreyno,0,0,0,0,1,3,2,0,0,2,0,21,0,0,0,0,0,0,0,9,0,0,0,0,0
196,crispinheneise,0,0,0,0,0,1,3,0,0,2,0,10,0,0,0,0,2,0,0,49,0,0,0,0,1
197,jnunemaker,0,0,0,0,1,0,0,3,0,0,0,3,1,0,0,0,1,1,0,49,0,4,0,0,0
198,shayarnett,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,1,0,0,23,0,2,0,0,0
199,chad,0,1,4,0,1,0,2,0,1,1,4,8,0,0,0,0,0,0,0,45,7,1,0,0,0
200,superphly,0,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
201,swhitt,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,7,0,1,0,0,0
202,bryanl,0,1,0,0,0,0,0,41,0,0,9,8,0,0,0,0,0,6,0,50,0,13,0,0,0
203,jschairb,0,2,0,0,2,0,3,0,0,1,1,3,0,0,0,0,0,2,0,44,0,2,0,0,0
204,adelcambre,0,1,0,2,0,1,3,1,0,0,0,7,0,0,0,0,0,0,0,59,0,4,0,0,1
205,psi,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,2,2,35,0,10,0,0,0
206,watsonian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,0,0,0
207,marcel,0,0,0,1,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,4,0,4,0,0
208,brapse,0,0,0,0,1,0,0,2,0,1,0,9,1,0,0,0,0,6,0,0,0,0,0,0,0
209,francois,0,3,0,2,1,0,0,0,2,2,3,7,1,0,3,1,0,1,0,80,5,4,0,0,1
210,aditya,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,8,0,0,0,0,0
211,agile,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,12,0,1,0,0,0
212,wellbredgrapefruit,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
213,toretore,0,2,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,22,0,0,0,0,0
214,vangberg,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,41,0,1,0,0,0
215,jchris,0,1,1,0,0,0,1,3,0,0,2,68,0,0,9,0,1,5,0,22,0,1,0,0,0
216,gspederson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
217,psq,0,2,0,2,0,0,1,0,0,0,0,16,0,0,9,1,0,2,0,15,0,0,0,0,0
218,andreimaxim,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,0
219,robbyrussell,0,0,0,0,0,0,2,0,0,3,0,4,0,0,0,0,0,0,0,23,0,1,0,0,0
220,kommen,0,0,0,0,11,0,0,0,0,1,0,6,0,0,7,0,0,4,0,10,0,1,2,0,0
221,protocool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,1,0,0
222,maddox,0,5,0,1,0,4,1,0,0,1,0,23,0,0,15,0,0,4,0,39,0,5,0,0,0
223,jswanner,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,23,0,0,0,0,0
224,kastner,0,2,0,0,0,1,0,0,0,0,0,19,0,0,5,1,10,3,0,56,1,3,0,0,0
225,halorgium,0,6,0,2,0,1,1,0,0,1,7,14,0,0,0,0,0,0,0,200,1,7,0,0,0
226,merb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
227,lachie,0,3,0,0,2,1,0,4,0,0,0,13,0,0,3,0,0,0,0,40,0,5,0,0,1
228,anildigital,0,2,0,0,5,2,2,1,0,7,3,11,0,0,0,0,0,1,0,29,2,3,0,0,0
229,cwsaylor,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16,0,0,0,0,0
230,pdsphil,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,13,0,1,0,0,0
231,kamal,0,0,0,0,0,0,1,1,0,0,1,13,0,0,1,0,1,1,0,21,0,1,0,0,0
232,bleything,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0
233,pergesu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,caplis,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
235,jqr,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,0,0,49,0,1,0,0,0
236,mattslack,0,0,0,0,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0
237,tjogin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
238,robbevan,0,0,0,0,0,1,1,0,0,1,0,8,0,0,1,0,0,0,0,15,0,0,0,0,0
239,marten,0,1,0,1,1,3,2,0,0,3,0,11,0,0,0,0,0,3,0,43,0,1,0,0,1
240,gnufied,0,4,0,7,0,0,1,7,0,4,4,9,0,0,0,0,0,5,0,70,3,3,0,0,0
